Gen,LR,pvalue,DNA_tamura-nei-D,prot_pdistance,ensmbl_CporID,gene_name
cluster11094,0,1,-0.021731522,-0.012903226,ENSCPOP00000008105,TMEM154
cluster12781,0,1,-0.015073893,-0.016806723,ENSCPOP00000017848,ID3
cluster13491,8.349764,0.003857374,-0.000927964,-0.00456621,ENSCPOP00000016756,FAM92B
cluster14460,27.297382,1.74E-07,0.083441239,0.113989637,ENSCPOP00000007412,CHMP6
cluster10540,73.02779,0,0.13405241,0.133333333,ENSCPOP00000000726,0
cluster10365,0,1,-0.027736771,-0.005524862,ENSCPOP00000004713,CDC42EP1
cluster10320,2.278994,0.13113691,0.004398648,0.00362757,ENSCPOP00000014059,STOX1
cluster12318,0,1,-4.16E-05,-0.015151515,ENSCPOP00000006836,SPATA24
cluster13925,5.816236,0.01587889,0.003605365,0,ENSCPOP00000010336,NAA10
cluster11327,0,1,-0.012198741,0.003355705,ENSCPOP00000001285,RSRC2
cluster12401,0,1,-0.01892046,-0.021276596,ENSCPOP00000005141,FGF23
cluster12976,0,1,-0.007812941,0,ENSCPOP00000020541,HNRNPA0
cluster10536,93.64133,0,0.043902684,0.036764706,ENSCPOP00000006493,PPEF2
cluster10219,0.001128,0.973207517,-0.012140554,-0.005291005,ENSCPOP00000009226,CIR1
cluster13609,1.074074,0.300027036,-0.001700884,-0.022038567,ENSCPOP00000008216,PIGR
cluster13752,0,1,-0.00960247,-0.003787879,ENSCPOP00000012868,SIX5
cluster10433,0.001656,0.967539861,0.004249732,0.019178082,ENSCPOP00000014050,OPRD1
cluster10281,0,1,-0.009687941,0.005649718,ENSCPOP00000008157,SYT5
cluster12703,0,1,-0.021091071,-0.05,ENSCPOP00000013752,R3HDML
cluster14540,0,1,-0.009053377,0.005882353,ENSCPOP00000005531,LRRC14B
cluster10460,0,1,-0.005240773,0.00204918,ENSCPOP00000019155,ARCN1
cluster12602,3.000518,0.083237899,0.065309543,0.085561497,ENSCPOP00000002772,MATN2
cluster12262,110.04116,0,0.021012726,0.029325513,ENSCPOP00000012028,NAA25
cluster10723,0,1,-0.00768889,0,ENSCPOP00000009305,0
cluster11205,0,1,0.006128048,0,ENSCPOP00000003308,ARIH1
cluster14816,-1.60E-05,1,-0.01359177,-0.027972028,ENSCPOP00000005257,NUFIP1
cluster12308,24.476174,7.52E-07,0.007127207,-0.010309278,ENSCPOP00000017094,BPIFB6
cluster12732,0,1,-0.001049157,-0.012698413,ENSCPOP00000016027,ACADSB
cluster13302,65.614252,5.55E-16,0.138459878,0.156626506,ENSCPOP00000012167,VWC2L
cluster13790,52.113766,5.24E-13,0.051589559,0.052054795,ENSCPOP00000013879,ILKAP
cluster13667,0,1,-0.013628416,-0.006944444,ENSCPOP00000018278,ANKRD54
cluster13624,20.35405,6.44E-06,0.005462492,0.017727639,ENSCPOP00000012555,MTCL1
cluster13813,18.661402,1.56E-05,0.028452496,0.026666667,ENSCPOP00000007679,SPCS3
cluster14954,0.05099,0.821349468,6.00E-06,0.005769231,ENSCPOP00000015645,ASIC4
cluster13940,93.745994,0,0.026348211,0.045356371,ENSCPOP00000006083,IGDCC3
cluster14885,67.755738,2.22E-16,0.128216321,0.163398693,ENSCPOP00000018665,Lim2
cluster14664,0,1,-0.004619502,-0.007117438,ENSCPOP00000011738,SRM
cluster12217,0,1,0.006406916,0,ENSCPOP00000010185,YBX3
cluster13904,0.286714,0.592334012,0.003908868,0.046391753,ENSCPOP00000011154,PRELID3B
cluster10276,0,1,-0.044046634,-0.015873016,ENSCPOP00000020107,ZBED3
cluster10598,8.819888,0.00297965,-0.001832563,-0.005847953,ENSCPOP00000012830,TM4SF20
cluster13734,0,1,0.000186241,0.005050505,ENSCPOP00000007961,NIPAL3
cluster13789,0.832816,0.361459515,0.003220868,0.042328042,ENSCPOP00000017396,CAPS
cluster12090,8.634432,0.003298681,-0.004690082,0.005405405,ENSCPOP00000017493,PRRT4
cluster12367,0,1,0.00690114,-0.017730496,ENSCPOP00000002677,KIF1BP
cluster13775,0,1,0.003248402,0.013215859,ENSCPOP00000017860,NAXE
cluster11873,0,1,-0.009897133,-0.008928571,ENSCPOP00000014863,FMC1
cluster12361,0.1147,0.734855416,-0.014896107,0.062761506,ENSCPOP00000016899,SPN
cluster11155,1.467512,0.225738655,9.36E-05,0.002487562,ENSCPOP00000008703,CHRNA6
cluster12150,1.00E-05,0.997476872,-0.009907318,-0.012658228,ENSCPOP00000006564,LAGE3
cluster11748,0,1,-0.006890378,-0.020408163,ENSCPOP00000014534,0
cluster13050,0,1,-0.012270461,-0.01754386,ENSCPOP00000007992,0
cluster11039,0,1,-0.001983232,-0.006389776,ENSCPOP00000014626,FOXS1
cluster11562,0,1,-0.007971149,-0.002217295,ENSCPOP00000013400,ESYT1
cluster14234,81.81668,0,0.082506554,0.090497738,ENSCPOP00000012147,C2orf73
cluster10484,0,1,-0.003581871,0,ENSCPOP00000004441,CCND1
cluster14023,0,1,-0.022413259,-0.034482759,ENSCPOP00000011826,MRPL32
cluster11990,0,1,-0.04843367,-0.07,ENSCPOP00000000692,0
cluster13414,19.569276,9.70E-06,0.43492832,0.271317829,ENSCPOP00000012918,0
cluster11085,0,1,8.00E-05,0,ENSCPOP00000003166,PEX11G
cluster11028,4.870698,0.027316449,0.192511835,0.266666667,ENSCPOP00000017279,0
cluster13082,0.000218,0.988219804,0.01283956,0.033816425,ENSCPOP00000011525,SNX21
cluster14432,0,1,-0.007761323,-0.015936255,ENSCPOP00000013216,FASLG
cluster14627,0,1,0.000678846,0.035175879,ENSCPOP00000003115,SOCS4
cluster11067,80.339684,0,0.162633231,0.149253731,ENSCPOP00000010746,CER1
cluster13780,0,1,0.011958127,0.01025641,ENSCPOP00000017899,RHOF
cluster14307,121.203314,0,0.059007377,0.074162679,ENSCPOP00000009700,PDIA6
cluster12160,84.435702,0,0.036998989,0.051094891,ENSCPOP00000005305,GCAT
cluster13207,0.545194,0.4602881,-0.015099215,-0.039087948,ENSCPOP00000000585,CD2
cluster14454,0,1,-0.006191123,-0.015831135,ENSCPOP00000005879,IQCA1L
cluster14235,0,1,-0.003730433,0.001730104,ENSCPOP00000020271,DSEL
cluster11249,0.003724,0.951339629,0.008788349,0.024154589,ENSCPOP00000007084,FGF16
cluster10566,9.758516,0.001784939,-0.012995097,-0.031055901,ENSCPOP00000000273,GM2A
cluster14067,-2.00E-06,1,-0.013662304,-0.011173184,ENSCPOP00000005627,ARF5
cluster14193,0.79118,0.373743558,-0.081806478,-0.022346369,ENSCPOP00000016338,MOS
cluster12076,3.36319,0.066668808,-0.015943049,0.002364066,ENSCPOP00000014252,ARSJ
cluster11804,0.003384,0.953611498,-0.00087622,0.002624672,ENSCPOP00000005121,RBM17
cluster10936,0,1,0.001508624,0,ENSCPOP00000009967,DNALI1
cluster11373,0,1,-0.00113989,0,ENSCPOP00000018077,TRIM63
cluster14380,40.552282,1.91E-10,0.015350706,0.018404908,ENSCPOP00000013168,PPIL4
cluster15055,0,1,-0.015151966,-0.035294118,ENSCPOP00000009222,CCDC54
cluster13546,62.545128,2.55E-15,0.040741665,0.041984733,ENSCPOP00000008455,WNT9B
cluster10278,0,1,-0.044309767,-0.03630363,ENSCPOP00000019480,CCR10
cluster14470,63.095966,2.00E-15,0.022536423,0.032467532,ENSCPOP00000004738,EDEM2
cluster12940,0,1,-0.005644662,-0.005291005,ENSCPOP00000013373,SOSTDC1
cluster10627,0,1,0.010968535,0.016861219,ENSCPOP00000010447,SLC7A14
cluster12288,0.08344,0.772688647,0.000200432,0.007033998,ENSCPOP00000010645,GRIN3B
cluster13959,0,1,-0.008512189,0.012738854,ENSCPOP00000010525,ABCD1
cluster13150,0,1,-0.006581139,-0.009063444,ENSCPOP00000014889,TIMM50
cluster14311,23.670692,1.14E-06,0.005053337,0.013888889,ENSCPOP00000005388,NMRAL1
cluster13966,2.081422,0.149101218,0.934329836,0.622487917,ENSCPOP00000003279,FAT4
cluster14509,0.062012,0.803343696,-0.001430172,0,ENSCPOP00000013769,FBXL16
cluster10811,0,1,0.002792992,0.010909091,ENSCPOP00000013431,CACNG5
cluster11554,0,1,-0.040104964,-0.036082474,ENSCPOP00000017362,FBXL14
cluster10258,39.452598,3.36E-10,0.151535071,0.172413793,ENSCPOP00000005495,GLTP
cluster12485,50.4006,1.25E-12,-0.019430396,-0.012096774,ENSCPOP00000006544,NUP210L
cluster14674,0,1,0.004243866,-0.009389671,ENSCPOP00000013062,EEF1B2
cluster14971,35.870786,2.11E-09,0.554495604,0.484848485,ENSCPOP00000018554,0
cluster13696,0,1,0.008901022,0.009615385,ENSCPOP00000015522,SOHLH1
cluster10641,0,1,-0.001536334,0,ENSCPOP00000020366,YWHAB
cluster13257,0,1,#N/A,#N/A,ENSCPOP00000018546,0
cluster13848,22.765808,1.83E-06,-0.026549669,-0.034825871,ENSCPOP00000007207,YWHAE
cluster13995,69.379242,1.11E-16,0.153497422,0.21875,ENSCPOP00000014079,RAB7A
cluster10458,76.04389,0,0.017671876,0.024896266,ENSCPOP00000007343,RNF145
cluster10724,112.581418,0,0.039605758,0.037254902,ENSCPOP00000004526,NUAK1
cluster14084,-0.00438,1,0.015626982,0.006430868,ENSCPOP00000004040,OR6K2
cluster13460,-0.001184,1,1.92E-06,0.003521127,ENSCPOP00000017829,ICMT
cluster14057,0,1,-0.021200541,0,ENSCPOP00000020640,FAM174A
cluster13782,0.227994,0.633015253,-0.001718647,0,ENSCPOP00000013984,RASD1
cluster12473,1.486348,0.222783954,-0.000467787,0.012048193,ENSCPOP00000007312,APMAP
cluster14301,0,1,0.007347796,0.003597122,ENSCPOP00000003099,HSF5
cluster14002,0,1,-0.009678983,-0.002247191,ENSCPOP00000017568,GPR37L1
cluster13879,2.624332,0.105236785,0.015747213,0.032967033,ENSCPOP00000011164,CTSG
cluster13960,36.110406,1.86E-09,0.023999969,0.011695906,ENSCPOP00000002143,0
cluster12935,0,1,-0.004305467,0,ENSCPOP00000015493,RPL8
cluster13119,0,1,0.010579525,0.008264463,ENSCPOP00000007228,SYT13
cluster14801,0,1,-0.002904153,-0.005780347,ENSCPOP00000005570,MANF
cluster11911,0.950456,0.329603254,0.002399166,0.003322259,ENSCPOP00000017551,FAM43B
cluster10760,0,1,-0.002798296,0,ENSCPOP00000007960,GNMT
cluster10739,77.350252,0,0.035763088,0.029315961,ENSCPOP00000004271,MATN3
cluster13022,-15.95006,1,5.07E-05,0.00295858,ENSCPOP00000004701,WNT6
cluster12037,0,1,-0.002136634,0,ENSCPOP00000007096,RASA1
cluster14266,0,1,-0.004942386,-0.004739336,ENSCPOP00000001370,ZNF367
cluster10168,0,1,-0.002067795,-0.015873016,ENSCPOP00000002101,NDUFB5
cluster12904,0,1,0.001339688,-0.010752688,ENSCPOP00000004967,MSX1
cluster10213,0,1,-0.000608355,-0.002544529,ENSCPOP00000009035,DUSP4
cluster12956,0,1,-0.011709322,-0.020942408,ENSCPOP00000001518,THAP5
cluster14255,70.637908,0,0.060187413,0.058968059,ENSCPOP00000007115,GATM
cluster14823,0,1,-0.04644861,-0.087431694,ENSCPOP00000008103,0
cluster13738,3.67337,0.055288289,-0.001557066,0.003236246,ENSCPOP00000019945,P2RY14
cluster10959,0,1,0.001353559,-0.015151515,ENSCPOP00000014505,ATF4
cluster13268,67.659772,2.22E-16,0.118783585,0.12568306,ENSCPOP00000007801,CRIP2
cluster12305,5.745162,0.016534131,0.003528805,0.01010101,ENSCPOP00000016006,0
cluster14570,26.956606,2.08E-07,0.017423254,0.022408964,ENSCPOP00000000829,PLAU
cluster13497,0.017458,0.894882476,-0.019780269,-0.02189781,ENSCPOP00000017225,THAP11
cluster14125,0,1,-0.011609232,-0.006289308,ENSCPOP00000007231,PRPS1L1
cluster14620,0,1,-0.005058533,-0.00130719,ENSCPOP00000011079,PKP3
cluster11002,11.278656,0.000784033,0.03253457,0.021276596,ENSCPOP00000004758,0
cluster10998,0,1,-0.005422526,0,ENSCPOP00000019141,C9orf16
cluster12074,0,1,-0.008835129,0,ENSCPOP00000018592,MCM5
cluster11668,0,1,-0.022367598,-0.007633588,ENSCPOP00000015119,0
cluster11558,0,1,-0.009149788,0,ENSCPOP00000013718,ACTR1B
cluster13350,35.950614,2.02E-09,0.038493889,0.029535865,ENSCPOP00000007192,RIOK3
cluster14189,0,1,-0.009889458,0.003710575,ENSCPOP00000003949,ADGRA1
cluster13800,48.735888,2.93E-12,0.045076434,0.070422535,ENSCPOP00000006274,DNAJA2
cluster10386,0,1,-0.00500497,0.001515152,ENSCPOP00000020445,MMP2
cluster14474,1.04642,0.306333036,-0.003714819,0.012158055,ENSCPOP00000014277,NODAL
cluster11653,0,1,-0.00235997,0,ENSCPOP00000017807,C2orf82
cluster14085,0,1,-0.009187159,-0.004784689,ENSCPOP00000011847,STX12
cluster13317,0,1,-0.009219583,0,ENSCPOP00000003418,TCF23
cluster13433,10.120732,0.001466108,0.015615372,0.018867925,ENSCPOP00000017639,PLPP2
cluster11522,0.011766,0.913621929,0.017266797,0.018592297,ENSCPOP00000015580,0
cluster11710,0,1,0.002329209,0,ENSCPOP00000009527,PCNP
cluster11422,0,1,-0.004071113,-0.005813953,ENSCPOP00000000643,RPS8
cluster12174,5.028764,0.024929683,0.006845401,-0.001466276,ENSCPOP00000006825,CD109
cluster12634,32.887632,9.76E-09,0.028382167,0.041958042,ENSCPOP00000020718,MYL10
cluster12172,0,1,-0.004205289,0.002857143,ENSCPOP00000007634,SUV39H2
cluster12244,0,1,-0.010625721,-0.010695187,ENSCPOP00000010776,GPER1
cluster12954,53.57353,2.49E-13,0.064589632,0.058333333,ENSCPOP00000007728,UBAC2
cluster13673,0.03582,0.849887693,0.009441488,0.01910828,ENSCPOP00000016009,PRDX5
cluster13616,0,1,-0.004103452,0.012048193,ENSCPOP00000001509,ANAPC16
cluster11371,0,1,0.004050509,0.006309148,ENSCPOP00000015313,GPR171
cluster13852,0,1,-0.011573738,0,ENSCPOP00000017600,0
cluster11881,0,1,-9.79E-05,0.002754821,ENSCPOP00000006831,ETNK1
cluster11574,0,1,0.004783365,0,ENSCPOP00000010608,COPS5
cluster12120,22.628754,1.97E-06,-0.026720757,-0.017110266,ENSCPOP00000017068,CBX4
cluster10306,0,1,-0.000397041,0,ENSCPOP00000003528,0
cluster11786,0,1,-0.023109483,-0.003267974,ENSCPOP00000014182,BCL3
cluster10558,148.435202,0,0.01717551,0.015261044,ENSCPOP00000018279,ACIN1
cluster11463,0,1,-0.004494172,-0.003058104,ENSCPOP00000015513,ZFP36L1
cluster13227,29.626484,5.24E-08,0.027764505,0.029032258,ENSCPOP00000009798,LTF
cluster14703,0,1,0.003064285,0.002673797,ENSCPOP00000012880,MSH2
cluster13397,0,1,-0.009547766,-0.010471204,ENSCPOP00000004929,SYNGR2
cluster11022,-2.60E-05,1,0.007348099,0.011673152,ENSCPOP00000012939,DCUN1D2
cluster14244,66.778114,3.33E-16,0.021510715,0.034482759,ENSCPOP00000013475,DPYSL4
cluster10238,19.96807,7.87E-06,0.012049985,0.025974026,ENSCPOP00000020510,FAM213B
cluster13419,0,1,-0.009106262,-0.004149378,ENSCPOP00000002765,RPL4
cluster13795,2.084614,0.148789828,-0.014419874,0.019083969,ENSCPOP00000004716,ART4
cluster14280,0,1,0.044348266,0.032608696,ENSCPOP00000002546,F2RL2
cluster12650,6.125608,0.013323746,-0.003102248,0.003067485,ENSCPOP00000010800,SPTY2D1
cluster11253,108.288044,0,0.028481824,0.038934426,ENSCPOP00000006093,0
cluster14708,0,1,0.01750696,0.023529412,ENSCPOP00000016426,BATF3
cluster12742,0,1,0.006670722,0,ENSCPOP00000014141,BMP3
cluster12863,0,1,0.00016021,0,ENSCPOP00000018440,RPL13
cluster11087,-0.000482,1,-0.0056846,0.003597122,ENSCPOP00000005231,WDFY1
cluster14604,0,1,-0.006189285,0.024911032,ENSCPOP00000020203,DEGS2
cluster13212,0,1,0.004519033,0.010025063,ENSCPOP00000000411,SLC16A2
cluster12817,0,1,0.001857743,0.005235602,ENSCPOP00000002065,CLDN5
cluster14230,1.658214,0.197844639,0.00918384,0.014705882,ENSCPOP00000018211,CABS1
cluster10441,0,1,-0.009219452,0.002890173,ENSCPOP00000019326,CD14
cluster11886,0,1,0.015968496,-0.012987013,ENSCPOP00000017037,VAMP5
cluster10218,100.068338,0,0.140260973,0.169421488,ENSCPOP00000009980,MTX2
cluster11100,0,1,-0.012643812,0.006920415,ENSCPOP00000008568,TRMT61A
cluster10161,77.751912,0,0.054187567,0.038793103,ENSCPOP00000007138,CA2
cluster10813,0,1,-0.018280241,-0.014836795,ENSCPOP00000008913,C2orf69
cluster12034,0,1,0.001420938,0.004482478,ENSCPOP00000005598,MAP1B
cluster14831,0,1,-0.007936851,0,ENSCPOP00000004798,ABHD17B
cluster11667,0,1,-0.013547147,-0.012345679,ENSCPOP00000007172,TIMM22
cluster10368,0,1,-0.07442491,-0.12,ENSCPOP00000002714,VIP
cluster10495,0,1,0.007081113,-0.011764706,ENSCPOP00000015655,PGPEP1
cluster10326,0,1,0.003837791,0.018957346,ENSCPOP00000009161,LDHD
cluster12514,3.234008,0.07212397,0.068394534,0.095081967,ENSCPOP00000007165,OR13G1
cluster14745,0,1,-0.00475286,-0.010775862,ENSCPOP00000003324,ADRA1A
cluster12983,62.836406,2.22E-15,0.043574376,0.049275362,ENSCPOP00000011233,CATIP
cluster10259,27.615056,1.48E-07,0.156308836,0.162162162,ENSCPOP00000014610,HES3
cluster10221,0,1,0.003158634,0.009708738,ENSCPOP00000010014,H1F0
cluster12257,0,1,0.006554228,0.022727273,ENSCPOP00000015075,LENG1
cluster14510,1.104982,0.293175357,-0.013108261,-0.012012012,ENSCPOP00000018609,GSG2
cluster13367,0,1,-0.002984806,0.002747253,ENSCPOP00000011144,ALDOB
cluster13920,0,1,-0.023784875,-0.009803922,ENSCPOP00000015379,OSTN
cluster13373,0.845794,0.357744924,-0.002229298,0.009063444,ENSCPOP00000018544,VAT1
cluster11623,0,1,-0.005335199,0.010615711,ENSCPOP00000001268,CYP27A1
cluster14314,1.115774,0.290830244,0.017171038,0.015748031,ENSCPOP00000005502,MED8
cluster10289,3.19992,0.073641872,-0.030320157,-0.01754386,ENSCPOP00000006632,FGF3
cluster10490,8.569988,0.003417494,0.019501964,0.03125,ENSCPOP00000001946,CFAP100
cluster14378,0,1,-0.045861539,-0.048,ENSCPOP00000011563,TTR
cluster11213,0,1,-0.001127662,0,ENSCPOP00000008935,DDB1
cluster10249,0,1,-0.007990509,0,ENSCPOP00000019468,HSPB9
cluster13260,0,1,0.000541647,-0.010989011,ENSCPOP00000003430,MAIP1
cluster10664,98.631098,0,0.1760147,0.170854271,ENSCPOP00000003391,C2orf70
cluster13099,0.144622,0.703728678,0.005748271,0.016304348,ENSCPOP00000004694,CHI3L1
cluster12974,0,1,-0.021328894,-0.021929825,ENSCPOP00000006337,FBXW9
cluster12370,0,1,-0.014809674,0,ENSCPOP00000017358,RNF11
cluster11377,3.24951,0.071444813,-0.004933767,-0.015189873,ENSCPOP00000015116,0
cluster10587,41.79688,1.01E-10,0.059968001,0.028846154,ENSCPOP00000011835,CMTM7
cluster14615,0,1,0.001202033,0.003021148,ENSCPOP00000013089,GPR20
cluster10156,0,1,-0.006932089,-0.011286682,ENSCPOP00000011549,FAM20C
cluster14151,0.093234,0.760105363,-7.26E-05,0.01320132,ENSCPOP00000018204,0
cluster12787,0,1,-0.001331395,0.003891051,ENSCPOP00000016314,NTF3
cluster11185,0,1,0.023248967,0.038647343,ENSCPOP00000005901,TEKT5
cluster13410,0,1,-0.01311615,0.005865103,ENSCPOP00000018129,BSG
cluster13812,0,1,-0.006794552,-0.005509642,ENSCPOP00000014082,EGR3
cluster14153,0.196536,0.657531537,-0.009527871,0.005076142,ENSCPOP00000015963,PELI2
cluster10939,0,1,0.002900696,0,ENSCPOP00000012433,LIX1L
cluster14897,0,1,0.003851107,0.019774011,ENSCPOP00000011208,TBX19
cluster11104,27.039262,1.99E-07,0.012007075,0.01255887,ENSCPOP00000001078,GFM1
cluster10472,44.2067,2.95E-11,0.049381344,0.062893082,ENSCPOP00000017957,MEAF6
cluster14143,6.805492,0.009087791,-0.002527234,0,ENSCPOP00000004318,SLC29A3
cluster14353,44.159162,3.03E-11,0.020485554,0.019955654,ENSCPOP00000001798,TIMM44
cluster11534,0,1,0.005855283,0.010526316,ENSCPOP00000000704,PSME1
cluster12743,0,1,-0.013569423,-0.008426966,ENSCPOP00000017401,LTB4R2
cluster15029,136.8194,0,0.041303364,0.036565978,ENSCPOP00000010767,RHPN2
cluster12280,0.010032,0.920217403,-0.011044206,-0.005865103,ENSCPOP00000014848,FANCF
cluster10891,0.436718,0.508710806,-0.006543587,0.00862069,ENSCPOP00000018557,0
cluster12626,0,1,-0.006293277,0,ENSCPOP00000001816,DDX27
cluster12377,0,1,0.003950364,0,ENSCPOP00000000107,TFAP2A
cluster11456,0,1,0.010686808,-0.005586592,ENSCPOP00000007072,XKR7
cluster14715,56.487226,5.65E-14,0.020980936,0.044680851,ENSCPOP00000005267,LMF2
cluster14458,2.00E-06,0.998871621,-0.13577981,-0.122641509,ENSCPOP00000011234,EIF3F
cluster14682,0,1,0.006117347,0.00625,ENSCPOP00000001420,DNAJA4
cluster10877,0,1,-0.014287431,-0.019130435,ENSCPOP00000016501,GAREM2
cluster11830,0.294856,0.587125365,-0.002922928,0.003115265,ENSCPOP00000002071,DCLK3
cluster10567,12.415026,0.000425893,-0.003116388,-0.002532928,ENSCPOP00000008698,TG
cluster10668,0,1,-0.021351123,-0.024752475,ENSCPOP00000019841,Nptx2
cluster11525,0,1,-0.010789471,-0.002409639,ENSCPOP00000014275,B4GAT1
cluster12511,0,1,0.002349081,0.002785515,ENSCPOP00000019380,GPR15
cluster13140,14.971094,0.000109171,0.022214629,0.018348624,ENSCPOP00000017043,0
cluster12941,0,1,0.00140111621685cluster13934,0.00819672131148cluster13934,ENSCPOP00000004770,KLF9
cluster12705,0,1,0.005333865,0,ENSCPOP00000010346,Gnai3
cluster10551,0,1,-0.021190244,-0.011363636,ENSCPOP00000010994,C1orf131
cluster10775,8.00E-06,0.997743245,-0.016314302,0,ENSCPOP00000017145,NSMCE3
cluster11475,18.67041,1.55E-05,0.027623878,0.047516199,ENSCPOP00000009525,TYR
cluster11959,0,1,-0.032131245,-0.027027027,ENSCPOP00000008696,LAPTM4A
cluster10509,-10.151132,1,0.000558556,0.008305648,ENSCPOP00000002265,SEC63
cluster10503,0,1,-0.013648488,-0.006060606,ENSCPOP00000006185,PTGDR
cluster12651,40.477004,1.99E-10,0.024798028,0.035294118,ENSCPOP00000016590,RFC5
cluster10151,38.943104,4.36E-10,0.081918826,0.106870229,ENSCPOP00000002490,TRAPPC2L
cluster12946,0,1,-0.006001317,-0.015151515,ENSCPOP00000020179,DRD5
cluster12475,0,1,0.010035389,0.008928571,ENSCPOP00000001651,SLC46A2
cluster13080,23.899042,1.02E-06,0.012712373,0.021089631,ENSCPOP00000001471,SH3RF3
cluster12395,0,1,0.006397755,0.003533569,ENSCPOP00000018043,TLX2
cluster13835,13.620008,0.000223788,-0.014045714,-0.008042895,ENSCPOP00000019434,KIAA0930
cluster11329,0,1,-0.015568709,-0.00625,ENSCPOP00000011889,CENPM
cluster11578,0,1,-0.030735552,-0.027027027,ENSCPOP00000011923,RAD21
cluster14223,224.995698,0,0.113689186,0.126213592,ENSCPOP00000010019,MEGF6
cluster14865,0,1,-0.000992423,0.015037594,ENSCPOP00000020368,NHLH1
cluster11380,0.08446,0.771341942,-0.008000947,-0.005617978,ENSCPOP00000015946,ZNF428
cluster14036,0.010518,0.918314333,0.027393652,0.03539823,ENSCPOP00000006209,PTK6
cluster12111,0,1,-0.004714384,0.006711409,ENSCPOP00000000627,MVB12B
cluster14157,0.002164,0.962896739,-0.01664315,-0.005347594,ENSCPOP00000020800,GSTK1
cluster11189,58.249812,2.31E-14,0.053361328,0.038338658,ENSCPOP00000000813,OVGP1
cluster12746,0,1,-0.008905214,-0.002066116,ENSCPOP00000013639,TRIM65
cluster10597,0,1,-0.007691162,0.007905138,ENSCPOP00000013856,STC2
cluster11254,165.27039,0,0.005226687,0.00189179,ENSCPOP00000004635,BRCA2
cluster11451,0,1,5.43E-05,-0.008403361,ENSCPOP00000019390,0
cluster14992,160.607714,0,0.056195994,0.065420561,ENSCPOP00000013338,GPAT3
cluster13513,0,1,-0.008213015,-0.007352941,ENSCPOP00000001645,DDX20
cluster13013,59.947436,9.77E-15,0.070605068,0.072519084,ENSCPOP00000015574,HES1
cluster11507,0,1,0.010384206,0.012987013,ENSCPOP00000007917,0
cluster11600,0,1,0.002737851,0.011686144,ENSCPOP00000013380,0
cluster12052,35.943496,2.03E-09,-0.02987364,-0.009615385,ENSCPOP00000017014,SKA3
cluster10651,0,1,0.00675746,-0.003861004,ENSCPOP00000011453,PCGF1
cluster10200,0.112754,0.737030269,-0.012617532,-0.017467249,ENSCPOP00000003153,0
cluster13091,2.541642,0.110879424,-0.009027005,-0.004889976,ENSCPOP00000000361,GBA2
cluster12793,42.229844,8.12E-11,0.017698495,0.039370079,ENSCPOP00000016646,RGS21
cluster10192,0,1,-0.015250808,-0.011764706,ENSCPOP00000021217,FOXB1
cluster12100,13.510072,0.000237286,0.009721821,0.048231511,ENSCPOP00000015754,0
cluster14202,0,1,-0.019249885,0,ENSCPOP00000017625,PPP1R11
cluster13309,66.831424,3.33E-16,-0.002231398,-0.014184397,ENSCPOP00000006031,KIRREL2
cluster11806,0,1,0.0067698,0,ENSCPOP00000014232,STMN3
cluster11907,26.763174,2.30E-07,0.007795354,0.012711864,ENSCPOP00000001600,PUS7L
cluster13413,0,1,-0.006622226,-0.003076923,ENSCPOP00000011644,CDC37L1
cluster14344,2.830134,0.09251064,0.006909774,0.005128205,ENSCPOP00000019776,GPR84
cluster11564,0,1,0.003956836,-0.003584229,ENSCPOP00000010972,SULT4A1
